RT,SERIALNO,PUMA,HHL,HHT
H,309829,4802,,
H,309833,5906,2.0,3.0
H,309846,2516,2.0,1.0
H,309860,5303,1.0,3.0
H,309866,501,1.0,4.0
H,309871,6900,2.0,5.0
H,309876,2003,1.0,2.0
H,309878,5904,2.0,4.0
H,309880,501,1.0,5.0
H,309884,2513,1.0,6.0
H,309889,4905,5.0,1.0
H,309911,5800,1.0,1.0
H,309943,2514,1.0,1.0
H,309946,2305,1.0,6.0
H,309953,5913,1.0,4.0
H,309966,4602,1.0,2.0
H,309974,2306,,
H,309983,4503,1.0,4.0
H,309991,300,,
H,309998,3306,2.0,1.0
H,310037,2900,1.0,1.0
H,310067,4502,1.0,1.0
H,310073,502,,
H,310088,4610,2.0,1.0
H,310103,5309,1.0,1.0
H,310108,2308,2.0,1.0
H,310131,5902,,
H,310145,3305,1.0,6.0
H,310166,2002,,
H,310168,2510,5.0,1.0
H,310171,4702,1.0,1.0
H,310173,5903,2.0,1.0
H,310174,2315,2.0,3.0
H,310181,1000,2.0,1.0
H,310182,4903,1.0,1.0
H,310215,5700,1.0,1.0
H,310219,5910,2.0,1.0
H,310224,2512,2.0,1.0
H,310232,3602,1.0,3.0
H,310238,501,1.0,6.0
H,310240,4901,1.0,1.0
H,310251,5500,2.0,1.0
H,310263,1200,,
H,310279,4621,1.0,3.0
H,310309,900,1.0,1.0
H,310310,700,1.0,1.0
H,310344,2005,3.0,1.0
H,310379,5309,1.0,1.0
H,310389,3700,1.0,1.0
H,310396,4601,1.0,4.0
H,310414,1400,1.0,1.0
H,310441,1502,1.0,1.0
H,310447,3802,,
H,310449,5700,1.0,1.0
H,310508,2507,1.0,5.0
H,310540,5304,2.0,4.0
H,310548,2509,1.0,3.0
H,310567,2510,1.0,1.0
H,310583,800,,
H,310584,3802,1.0,1.0
H,310595,2319,1.0,1.0
H,310596,6805,1.0,1.0
H,310604,6400,2.0,3.0
H,310606,2900,1.0,1.0
H,310648,2006,1.0,1.0
H,310650,1200,1.0,1.0
H,310674,4803,1.0,1.0
H,310694,900,1.0,2.0
H,310696,6805,2.0,1.0
H,310704,2313,1.0,5.0
H,310707,5911,1.0,3.0
H,310708,4628,1.0,1.0
H,310711,5600,1.0,3.0
H,310714,5902,1.0,1.0
H,310752,3306,2.0,1.0
H,310758,4301,1.0,2.0
H,310767,2514,1.0,2.0
H,310787,4612,1.0,6.0
H,310789,5308,1.0,6.0
H,310791,700,,
H,310797,2307,,
H,310799,800,1.0,1.0
H,310807,5500,,
H,310822,5500,1.0,5.0
H,310845,4000,1.0,1.0
H,310858,2800,2.0,2.0
H,310861,700,2.0,2.0
H,310871,4608,1.0,4.0
H,310902,4626,1.0,1.0
H,310910,100,2.0,3.0
H,310926,3301,,
H,310928,5914,1.0,6.0
H,310934,5000,1.0,6.0
H,310942,3700,1.0,4.0
H,310949,2507,,
H,310956,6805,2.0,1.0
H,310971,3502,,
H,310983,6601,1.0,1.0
H,310985,5100,,
H,311016,5304,2.0,2.0
H,311023,2700,4.0,2.0
H,311024,3306,2.0,1.0
H,311027,2303,4.0,1.0
H,311035,400,1.0,1.0
H,311052,3601,1.0,5.0
H,311056,6601,1.0,1.0
H,311099,4904,4.0,1.0
H,311108,5309,2.0,1.0
H,311114,1300,1.0,4.0
H,311124,2514,2.0,2.0
H,311169,900,1.0,1.0
H,311176,2313,,
H,311190,3302,,
H,311201,3601,1.0,6.0
H,311205,2800,2.0,3.0
H,311214,3802,1.0,1.0
H,311249,1600,,
H,311258,5914,2.0,1.0
H,311303,3802,1.0,1.0
H,311335,2310,1.0,1.0
H,311338,5301,1.0,2.0
H,311355,2002,4.0,1.0
H,311365,4614,2.0,4.0
H,311371,2319,2.0,1.0
H,311380,400,1.0,4.0
H,311401,2315,2.0,1.0
H,311421,1905,1.0,1.0
H,311425,4902,,
H,311435,4301,1.0,1.0
H,311454,2101,,
H,311469,400,1.0,4.0
H,311479,6400,2.0,6.0
H,311480,100,1.0,1.0
H,311522,6602,2.0,3.0
H,311537,6603,2.0,6.0
H,311573,1100,1.0,1.0
H,311589,6702,2.0,4.0
H,311599,900,1.0,1.0
H,311609,4608,,
H,311612,5306,1.0,4.0
H,311624,2313,1.0,3.0
H,311651,4619,,
H,311655,2002,2.0,1.0
H,311675,4301,1.0,7.0
H,311682,1905,1.0,4.0
H,311683,900,,
H,311742,1906,5.0,3.0
H,311755,5302,1.0,1.0
H,311774,700,1.0,3.0
H,311783,4803,1.0,1.0
H,311795,4801,1.0,1.0
H,311799,3602,1.0,1.0
H,311823,2006,1.0,1.0
H,311825,4200,1.0,1.0
H,311850,5700,1.0,1.0
H,311859,6801,2.0,1.0
H,311860,4637,4.0,3.0
H,311865,3100,2.0,1.0
H,311872,6702,2.0,2.0
H,311873,1800,1.0,1.0
H,311882,5904,1.0,1.0
H,311883,5309,2.0,1.0
H,311889,4901,1.0,6.0
H,311907,4502,1.0,1.0
H,311913,4635,4.0,1.0
H,311922,2306,2.0,4.0
H,311926,5911,1.0,1.0
H,311940,6601,2.0,6.0
H,311962,5306,,
H,311963,1700,1.0,3.0
H,311987,300,,
H,312005,800,1.0,1.0
H,312006,3400,1.0,3.0
H,312011,2005,1.0,1.0
H,312012,1700,1.0,1.0
H,312031,2005,1.0,1.0
H,312048,2308,2.0,3.0
H,312052,5302,1.0,1.0
H,312060,6100,,
H,312066,3000,1.0,1.0
H,312086,2320,2.0,1.0
H,312094,4601,1.0,6.0
H,312108,4621,1.0,3.0
H,312120,4608,1.0,4.0
H,312140,900,1.0,6.0
H,312171,2600,,
H,312180,6703,,
H,312192,700,4.0,1.0
H,312201,2003,2.0,1.0
H,312217,5201,1.0,1.0
H,312232,4905,1.0,1.0
H,312237,900,1.0,1.0
H,312243,4630,2.0,1.0
H,312269,4624,4.0,1.0
H,312280,5600,1.0,1.0
H,312281,6702,,
H,312284,6200,2.0,3.0
H,312298,800,1.0,1.0
H,312300,4605,2.0,1.0
H,312304,4637,1.0,1.0
H,312352,4801,1.0,4.0
H,312379,1700,1.0,4.0
H,312427,3100,,
H,312435,4629,2.0,4.0
H,312443,4803,1.0,4.0
H,312455,4635,2.0,3.0
H,312457,6803,2.0,3.0
H,312476,3200,2.0,1.0
H,312501,2316,1.0,1.0
H,312519,2309,1.0,1.0
H,312544,5904,1.0,5.0
H,312560,5903,2.0,1.0
H,312570,5913,2.0,1.0
H,312573,4601,1.0,2.0
H,312577,2307,1.0,4.0
H,312579,5100,1.0,1.0
H,312580,6200,2.0,3.0
H,312585,2501,1.0,4.0
H,312586,2700,2.0,1.0
H,312587,5204,1.0,1.0
H,312591,5306,1.0,1.0
H,312632,5915,1.0,1.0
H,312633,1901,2.0,1.0
H,312644,2002,1.0,1.0
H,312653,4601,1.0,4.0
H,312667,2510,2.0,1.0
H,312669,4601,1.0,1.0
H,312686,6200,2.0,1.0
H,312711,6803,,
H,312712,2400,1.0,1.0
H,312723,6200,,
H,312742,5800,1.0,1.0
H,312763,4616,1.0,1.0
H,312772,2302,4.0,4.0
H,312781,900,1.0,1.0
H,312794,5910,2.0,5.0
H,312826,4632,2.0,3.0
H,312845,4634,2.0,1.0
H,312855,1800,,
H,312857,5909,2.0,1.0
H,312867,3900,1.0,1.0
H,312900,600,1.0,3.0
H,312904,3601,1.0,1.0
H,312938,4610,2.0,1.0
H,312946,3306,2.0,1.0
H,312947,4605,2.0,2.0
H,312948,4501,1.0,3.0
H,312957,3502,1.0,3.0
H,312979,2313,1.0,4.0
H,313021,3700,1.0,1.0
H,313029,2516,1.0,1.0
H,313051,4601,4.0,1.0
H,313080,3601,,
H,313088,4905,1.0,1.0
H,313095,502,1.0,1.0
H,313120,5202,,
H,313123,1000,1.0,3.0
H,313166,1200,1.0,2.0
H,313191,100,1.0,1.0
H,313195,4636,2.0,1.0
H,313201,2310,1.0,1.0
H,313204,2306,,
H,313219,2003,1.0,1.0
H,313224,1200,,
H,313257,3400,,
H,313272,5909,2.0,1.0
H,313277,5906,2.0,1.0
H,313283,1000,1.0,1.0
H,313284,2514,1.0,1.0
H,313289,3100,1.0,2.0
H,313295,1902,1.0,1.0
H,313307,3303,2.0,6.0
H,313325,2700,1.0,6.0
H,313331,5916,1.0,1.0
H,313334,5903,2.0,1.0
H,313355,2514,1.0,1.0
H,313365,6500,1.0,4.0
H,313370,2510,,
H,313388,5500,,
H,313443,5914,1.0,1.0
H,313448,6803,,
H,313468,200,1.0,6.0
H,313474,4503,1.0,1.0
H,313475,2513,1.0,5.0
H,313483,2002,1.0,1.0
H,313502,2506,2.0,1.0
H,313517,2102,2.0,6.0
H,313528,4605,2.0,2.0
H,313541,5100,1.0,1.0
H,313566,4904,3.0,3.0
H,313570,3301,,
H,313582,1502,1.0,6.0
H,313606,5914,1.0,1.0
H,313612,1100,2.0,2.0
H,313626,6602,2.0,3.0
H,313627,2515,1.0,5.0
H,313635,4634,1.0,1.0
H,313639,5903,2.0,6.0
H,313686,3601,1.0,4.0
H,313688,2002,1.0,6.0
H,313697,3301,2.0,1.0
H,313717,2507,1.0,1.0
H,313727,3502,,
H,313753,5303,3.0,5.0
H,313756,3301,2.0,3.0
H,313760,5308,1.0,1.0
H,313763,1902,1.0,1.0
H,313773,4502,1.0,1.0
H,313788,3306,2.0,1.0
H,313804,5400,1.0,4.0
H,313807,3306,,
H,313827,3700,2.0,1.0
H,313837,4604,2.0,2.0
H,313849,2510,2.0,1.0
H,313857,2516,1.0,3.0
H,313867,2322,1.0,1.0
H,313873,2303,2.0,1.0
H,313877,5915,1.0,1.0
H,313879,6602,,
H,313881,5915,2.0,3.0
H,313882,1906,2.0,2.0
H,313886,5202,1.0,1.0
H,313958,3200,2.0,1.0
H,313965,4638,4.0,1.0
H,313986,3601,,
H,314007,3200,2.0,6.0
H,314026,2004,1.0,2.0
H,314041,1100,1.0,3.0
H,314042,5308,1.0,4.0
H,314047,5203,1.0,1.0
H,314048,2318,1.0,2.0
H,314070,4634,1.0,1.0
H,314077,1502,1.0,3.0
H,314086,5309,1.0,3.0
H,314094,4609,,
H,314096,4634,1.0,3.0
H,314116,4607,2.0,1.0
H,314131,5306,,
H,314138,3302,2.0,1.0
H,314142,2516,1.0,1.0
H,314144,6802,2.0,1.0
H,314161,6603,1.0,1.0
H,314167,1400,4.0,1.0
H,314182,4601,,
H,314208,4802,4.0,1.0
H,314227,2318,2.0,3.0
H,314248,2316,1.0,1.0
H,314251,4608,2.0,1.0
H,314256,4636,1.0,6.0
H,314269,4605,1.0,1.0
H,314271,400,1.0,1.0
H,314276,5500,1.0,1.0
H,314278,4610,1.0,4.0
H,314298,5916,,
H,314305,2506,1.0,1.0
H,314321,4616,1.0,1.0
H,314338,2320,2.0,1.0
H,314345,1902,1.0,6.0
H,314348,2508,2.0,1.0
H,314367,2516,1.0,1.0
H,314393,2510,1.0,1.0
H,314406,6000,,
H,314414,1901,2.0,6.0
H,314416,1200,2.0,4.0
H,314419,4624,2.0,6.0
H,314432,4803,1.0,6.0
H,314443,4615,5.0,1.0
H,314452,5304,1.0,5.0
H,314469,2200,,
H,314471,700,1.0,6.0
H,314492,3000,2.0,1.0
H,314500,600,1.0,2.0
H,314544,6702,2.0,6.0
H,314549,4620,1.0,4.0
H,314558,4602,2.0,5.0
H,314559,2102,1.0,1.0
H,314566,3306,2.0,1.0
H,314570,5914,1.0,6.0
H,314579,2507,1.0,5.0
H,314592,2502,4.0,1.0
H,314595,2400,1.0,1.0
H,314603,4625,,
H,314609,6701,2.0,3.0
H,314611,5914,1.0,1.0
H,314621,2501,1.0,1.0
H,314627,4501,,
H,314632,5913,2.0,1.0
H,314633,6806,2.0,6.0
H,314637,5202,1.0,4.0
H,314652,4000,,
H,314654,5800,1.0,3.0
H,314656,4613,1.0,6.0
H,314658,5904,1.0,1.0
H,314669,4200,1.0,1.0
H,314672,4504,2.0,1.0
H,314687,2700,1.0,4.0
H,314695,6100,,
H,314707,4902,1.0,1.0
H,314745,2002,1.0,1.0
H,314757,5306,3.0,3.0
H,314765,1600,1.0,1.0
H,314767,3301,2.0,3.0
H,314786,2800,2.0,2.0
H,314791,2516,1.0,1.0
H,314792,5100,2.0,1.0
H,314815,2600,,
H,314831,1905,1.0,3.0
H,314880,4501,1.0,1.0
H,314893,4803,,
H,314897,4200,1.0,1.0
H,314906,4602,1.0,4.0
H,314908,2800,,
H,314958,2600,2.0,6.0
H,314959,2800,,
H,314978,700,1.0,7.0
H,314987,3802,1.0,1.0
H,314989,4702,1.0,6.0
H,315008,5800,1.0,1.0
H,315025,4701,,
H,315033,4000,1.0,1.0
H,315046,1000,1.0,1.0
H,315062,4625,2.0,1.0
H,315077,2600,1.0,3.0
H,315095,2200,1.0,1.0
H,315110,5500,1.0,1.0
H,315126,6703,,
H,315169,4603,,
H,315179,2600,,
H,315184,2507,1.0,1.0
H,315211,2600,,
H,315227,2312,,
H,315230,4603,1.0,6.0
H,315233,3801,1.0,3.0
H,315234,4635,1.0,1.0
H,315235,5901,,
H,315238,2504,1.0,4.0
H,315244,5903,2.0,6.0
H,315245,2600,,
H,315277,2003,1.0,1.0
H,315284,2001,1.0,1.0
H,315290,3602,,
H,315303,3802,3.0,1.0
H,315307,3601,1.0,4.0
H,315333,5911,1.0,1.0
H,315375,4100,1.0,3.0
H,315378,4627,1.0,6.0
H,315388,6805,2.0,1.0
H,315414,2310,1.0,1.0
H,315423,2102,1.0,1.0
H,315437,5201,1.0,1.0
H,315440,5910,1.0,7.0
H,315468,2508,1.0,3.0
H,315469,2322,1.0,6.0
H,315474,4905,1.0,1.0
H,315483,5306,,
H,315537,4615,5.0,1.0
H,315565,5100,2.0,1.0
H,315573,800,1.0,1.0
H,315594,5202,3.0,1.0
H,315607,4604,1.0,6.0
H,315626,4302,,
H,315631,4903,1.0,1.0
H,315655,2509,,
H,315666,3400,1.0,1.0
H,315728,6601,,
H,315730,300,1.0,1.0
H,315742,300,1.0,1.0
H,315769,5306,2.0,1.0
H,315815,4701,2.0,1.0
H,315828,1000,1.0,1.0
H,315843,4504,1.0,6.0
H,315846,1100,1.0,1.0
H,315847,4637,1.0,6.0
H,315848,4601,1.0,3.0
H,315896,5915,1.0,1.0
H,315898,5910,1.0,7.0
H,315899,2700,,
H,315904,2002,3.0,1.0
H,315905,1902,3.0,1.0
H,315944,2512,,
H,316022,2504,2.0,2.0
H,316023,5912,1.0,1.0
H,316043,4615,4.0,1.0
H,316044,2301,1.0,1.0
H,316068,4637,1.0,1.0
H,316074,1906,1.0,6.0
H,316085,4630,1.0,3.0
H,316100,501,1.0,1.0
H,316127,4620,1.0,1.0
H,316142,4000,1.0,6.0
H,316151,5203,1.0,1.0
H,316153,5305,1.0,6.0
H,316157,6301,2.0,6.0
H,316172,4904,1.0,6.0
H,316195,1901,3.0,1.0
H,316199,3802,2.0,1.0
H,316209,4100,,
H,316236,5204,2.0,1.0
H,316240,3400,,
H,316247,5902,,
H,316248,2507,1.0,3.0
H,316254,4605,,
H,316255,1902,1.0,1.0
H,316256,6703,2.0,2.0
H,316259,4624,1.0,6.0
H,316274,5203,2.0,1.0
H,316290,4400,1.0,1.0
H,316327,6802,2.0,1.0
H,316337,5907,,
H,316349,6806,2.0,1.0
H,316355,3400,1.0,7.0
H,316357,4803,,
H,316358,4000,1.0,6.0
H,316362,5305,1.0,1.0
H,316367,4613,1.0,1.0
H,316394,2510,2.0,1.0
H,316404,5302,,
H,316408,4606,2.0,4.0
H,316411,300,1.0,1.0
H,316415,4100,,
H,316419,5302,1.0,6.0
H,316420,1905,1.0,4.0
H,316441,5000,1.0,4.0
H,316452,3304,,
H,316466,3601,,
H,316487,4902,3.0,1.0
H,316488,2900,1.0,1.0
H,316489,4608,2.0,1.0
H,316507,2003,1.0,2.0
H,316517,6803,2.0,1.0
H,316528,4904,1.0,1.0
H,316550,6805,2.0,6.0
H,316582,2002,1.0,1.0
H,316587,5400,1.0,1.0
H,316597,3700,1.0,6.0
H,316606,800,1.0,4.0
H,316624,2302,2.0,4.0
H,316631,3304,2.0,1.0
H,316646,5908,2.0,2.0
H,316650,5000,,
H,316661,4503,1.0,6.0
H,316665,5302,1.0,6.0
H,316680,4702,1.0,1.0
H,316683,4636,2.0,3.0
H,316684,6802,,
H,316709,2309,1.0,6.0
H,316716,4609,1.0,6.0
H,316765,700,1.0,4.0
H,316766,1800,1.0,6.0
H,316769,4625,1.0,3.0
H,316773,4620,1.0,1.0
H,316777,2900,,
H,316798,5906,2.0,3.0
H,316812,4613,1.0,6.0
H,316824,2321,1.0,1.0
H,316842,2319,2.0,3.0
H,316849,5910,2.0,1.0
H,316852,6603,,
H,316901,3501,2.0,3.0
H,316956,1905,,
H,316962,2307,1.0,6.0
H,316974,4619,1.0,1.0
H,316980,5902,1.0,1.0
H,316981,2509,1.0,1.0
H,316990,3801,2.0,2.0
H,317005,3502,1.0,1.0
H,317024,4000,1.0,4.0
H,317035,6603,2.0,1.0
H,317066,2311,1.0,1.0
H,317067,4630,1.0,6.0
H,317068,2600,1.0,4.0
H,317069,3602,,
H,317070,6301,2.0,6.0
H,317078,4612,2.0,1.0
H,317082,3501,1.0,1.0
H,317111,501,1.0,4.0
H,317121,4630,1.0,5.0
H,317123,3900,1.0,1.0
H,317175,4302,,
H,317215,4803,1.0,3.0
H,317230,5910,1.0,1.0
H,317246,2304,,
H,317251,4904,1.0,1.0
H,317258,4615,1.0,1.0
H,317260,6805,2.0,3.0
H,317265,3200,,
H,317282,4302,1.0,6.0
H,317298,2005,1.0,4.0
H,317299,1502,1.0,1.0
H,317308,1600,,
H,317313,5909,1.0,4.0
H,317336,5304,1.0,4.0
H,317365,2311,1.0,6.0
H,317375,4602,2.0,2.0
H,317408,3305,2.0,1.0
H,317441,5308,,
H,317466,5301,1.0,1.0
H,317471,4603,1.0,5.0
H,317484,2200,1.0,1.0
H,317525,4609,2.0,3.0
H,317558,700,1.0,4.0
H,317573,2311,1.0,1.0
H,317577,2315,2.0,1.0
H,317589,3602,1.0,7.0
H,317601,2320,2.0,1.0
H,317621,5915,1.0,1.0
H,317623,3302,1.0,3.0
H,317656,4616,,
H,317689,1400,1.0,1.0
H,317702,400,2.0,1.0
H,317712,2319,2.0,3.0
H,317753,1800,2.0,1.0
H,317763,1905,1.0,1.0
H,317780,5302,1.0,1.0
H,317793,2502,3.0,1.0
H,317828,300,,
H,317835,2102,1.0,1.0
H,317857,1300,1.0,1.0
H,317870,2200,1.0,1.0
H,317895,4636,1.0,1.0
H,317918,5400,1.0,1.0
H,317927,3100,1.0,1.0
H,317933,2506,1.0,6.0
H,317937,2322,1.0,1.0
H,317941,5305,4.0,1.0
H,317942,502,1.0,1.0
H,317982,2800,1.0,4.0
H,318013,4701,,
H,318033,2309,1.0,1.0
H,318037,2320,2.0,3.0
H,318041,1300,2.0,1.0
H,318053,3801,1.0,3.0
H,318068,6900,,
H,318069,6601,,
H,318092,2307,1.0,1.0
H,318131,4904,4.0,1.0
H,318149,3602,1.0,5.0
H,318154,2322,4.0,1.0
H,318169,300,1.0,6.0
H,318193,5800,1.0,2.0
H,318197,900,1.0,1.0
H,318221,5306,,
H,318229,2400,,
H,318235,3200,,
H,318236,2600,2.0,1.0
H,318237,4905,1.0,1.0
H,318258,5100,1.0,6.0
H,318264,3602,1.0,2.0
H,318265,5901,1.0,4.0
H,318266,3802,1.0,3.0
H,318290,5902,,
H,318292,2301,2.0,1.0
H,318320,1907,1.0,1.0
H,318322,2003,1.0,4.0
H,318338,4602,2.0,6.0
H,318354,2800,,
H,318397,2306,2.0,1.0
H,318398,4000,,
H,318404,2400,1.0,1.0
H,318414,4637,1.0,1.0
H,318431,2600,,
H,318433,2307,2.0,3.0
H,318443,5903,2.0,7.0
H,318465,2507,1.0,6.0
H,318472,6807,2.0,3.0
H,318473,2509,1.0,1.0
H,318484,5100,1.0,4.0
H,318496,502,2.0,3.0
H,318500,3100,1.0,6.0
H,318502,4630,2.0,1.0
H,318514,3700,,
H,318527,5600,2.0,1.0
H,318530,3305,,
H,318562,501,,
H,318588,4635,1.0,1.0
H,318590,5201,1.0,1.0
H,318605,2502,4.0,1.0
H,318637,700,1.0,1.0
H,318651,2313,1.0,1.0
H,318678,2508,2.0,3.0
H,318690,5916,1.0,6.0
H,318703,2002,2.0,5.0
H,318705,5500,1.0,1.0
H,318713,4607,1.0,2.0
H,318718,2305,1.0,1.0
H,318719,4301,1.0,1.0
H,318741,5906,2.0,2.0
H,318747,2600,1.0,1.0
H,318777,2320,1.0,4.0
H,318779,2800,1.0,4.0
H,318784,3100,,
H,318790,5000,,
H,318795,2321,1.0,6.0
H,318798,5700,1.0,1.0
H,318799,6601,,
H,318804,5902,2.0,1.0
H,318815,5308,1.0,1.0
H,318817,5910,3.0,1.0
H,318819,1800,1.0,1.0
H,318826,1901,2.0,1.0
H,318855,6000,1.0,1.0
H,318858,6500,2.0,1.0
H,318865,4301,1.0,3.0
H,318873,2304,,
H,318891,4629,1.0,1.0
H,318955,6803,2.0,1.0
H,318971,3501,1.0,6.0
H,318982,2507,,
H,319001,2200,1.0,6.0
H,319020,2313,2.0,3.0
H,319030,2003,1.0,1.0
H,319035,2510,1.0,1.0
H,319042,5800,,
H,319044,5913,,
H,319050,3602,,
H,319055,1902,1.0,1.0
H,319073,1300,1.0,1.0
H,319075,6601,1.0,1.0
H,319095,2312,1.0,5.0
H,319115,5201,,
H,319116,5911,1.0,1.0
H,319122,5307,,
H,319124,600,1.0,1.0
H,319125,3801,1.0,6.0
H,319131,4502,1.0,1.0
H,319134,6400,1.0,1.0
H,319146,2315,2.0,1.0
H,319153,3802,1.0,2.0
H,319185,2505,1.0,1.0
H,319190,2303,1.0,3.0
H,319199,100,1.0,1.0
H,319202,4629,2.0,3.0
H,319203,200,2.0,4.0
H,319236,1000,2.0,1.0
H,319263,2314,1.0,6.0
H,319269,4602,1.0,5.0
H,319316,3400,,
H,319346,4802,1.0,6.0
H,319349,6400,2.0,3.0
H,319418,2505,1.0,1.0
H,319427,5912,,
H,319428,3601,1.0,4.0
H,319448,5500,1.0,1.0
H,319451,4628,1.0,1.0
H,319460,4904,4.0,3.0
H,319461,2318,1.0,6.0
H,319481,4629,1.0,1.0
H,319483,5100,1.0,1.0
H,319496,1905,1.0,1.0
H,319499,5202,2.0,3.0
H,319506,5905,,
H,319510,6703,2.0,3.0
H,319516,1800,,
H,319548,5308,1.0,4.0
H,319568,2200,,
H,319574,2002,1.0,1.0
H,319597,5000,1.0,7.0
H,319605,3700,1.0,2.0
H,319631,5308,2.0,1.0
H,319637,1502,1.0,4.0
H,319638,6302,,
H,319649,2512,2.0,4.0
H,319704,4606,2.0,2.0
H,319710,3700,,
H,319714,1700,,
H,319715,2313,1.0,1.0
H,319721,4613,1.0,1.0
H,319728,4626,,
H,319736,3301,2.0,6.0
H,319747,800,1.0,6.0
H,319750,6500,1.0,1.0
H,319765,1905,2.0,1.0
H,319813,3200,1.0,4.0
H,319833,5904,2.0,1.0
H,319851,5308,1.0,6.0
H,319855,2200,1.0,1.0
H,319857,1502,1.0,1.0
H,319858,4637,2.0,1.0
H,319864,1700,,
H,319871,3601,1.0,1.0
H,319894,2600,1.0,4.0
H,319897,2311,1.0,1.0
H,319899,5306,,
H,319903,3100,1.0,1.0
H,319930,2006,,
H,319932,4612,2.0,1.0
H,319946,800,1.0,1.0
H,319948,100,,
H,319950,4702,2.0,1.0
H,319958,4603,1.0,6.0
H,319963,4502,1.0,1.0
H,319975,2600,1.0,4.0
H,319990,800,,
H,319991,2515,1.0,4.0
H,319997,2502,1.0,3.0
H,320001,2004,1.0,3.0
H,320046,2319,1.0,5.0
H,320053,2005,,
H,320055,3602,,
H,320056,5901,,
H,320064,6806,2.0,1.0
H,320075,2303,1.0,4.0
H,320099,5201,1.0,4.0
H,320103,2515,2.0,1.0
H,320120,1700,1.0,1.0
H,320122,2510,1.0,3.0
H,320125,4613,1.0,1.0
H,320139,2320,2.0,1.0
H,320140,6601,1.0,1.0
H,320143,4701,1.0,4.0
H,320145,502,2.0,6.0
H,320160,3000,,
H,320162,5303,2.0,6.0
H,320174,4628,1.0,4.0
H,320199,2309,1.0,1.0
H,320207,4905,1.0,2.0
H,320227,4000,,
H,320271,2600,2.0,1.0
H,320272,400,2.0,1.0
H,320288,1700,1.0,6.0
H,320293,5907,2.0,4.0
H,320322,2312,1.0,4.0
H,320324,2311,1.0,1.0
H,320344,6804,2.0,5.0
H,320351,4606,,
H,320373,4504,1.0,3.0
H,320379,4626,1.0,3.0
H,320386,5916,1.0,1.0
H,320393,2507,1.0,1.0
H,320396,4503,1.0,4.0
H,320415,4701,1.0,6.0
H,320451,1906,5.0,1.0
H,320453,1902,1.0,1.0
H,320461,2600,,
H,320483,502,,
H,320532,3700,1.0,1.0
H,320551,4613,1.0,1.0
H,320563,4623,1.0,3.0
H,320565,3502,1.0,1.0
H,320569,800,1.0,1.0
H,320573,6601,2.0,1.0
H,320577,4905,1.0,1.0
H,320629,1904,1.0,1.0
H,320638,4502,1.0,1.0
H,320652,5916,,
H,320686,2006,1.0,1.0
H,320697,5912,1.0,1.0
H,320727,3700,1.0,1.0
H,320747,6703,,
H,320755,4620,3.0,1.0
H,320756,4601,2.0,3.0
H,320794,5913,2.0,6.0
H,320796,4604,1.0,1.0
H,320798,5100,,
H,320804,6200,2.0,1.0
H,320812,6200,,
H,320830,4301,1.0,1.0
H,320846,2312,1.0,1.0
H,320870,1400,2.0,1.0
H,320885,4100,1.0,1.0
H,320891,2512,2.0,1.0
H,320898,1200,,
H,320905,4200,1.0,6.0
H,320907,1100,1.0,4.0
H,320916,2005,1.0,1.0
H,320917,6806,2.0,3.0
H,320920,6603,1.0,6.0
H,320922,4200,,
H,320929,4803,1.0,1.0
H,320978,4616,4.0,4.0
H,320984,6701,,
H,320991,4000,1.0,1.0
H,321001,3700,,
H,321007,100,1.0,5.0
H,321042,2310,1.0,1.0
H,321073,2800,2.0,1.0
H,321089,5700,3.0,1.0
H,321117,2307,1.0,7.0
H,321125,4621,1.0,6.0
H,321126,2315,1.0,3.0
H,321136,3601,1.0,1.0
H,321168,700,,
H,321170,3000,2.0,1.0
H,321180,6807,,
H,321184,1100,1.0,2.0
H,321189,4200,1.0,4.0
H,321192,5910,1.0,1.0
H,321195,4903,3.0,1.0
H,321221,3100,2.0,1.0
H,321225,3100,1.0,3.0
H,321232,1905,,
H,321236,2005,,
H,321244,2305,2.0,3.0
H,321246,6804,2.0,3.0
H,321247,100,,
H,321250,4701,1.0,1.0
H,321254,4302,1.0,1.0
H,321303,5203,1.0,5.0
H,321309,3000,2.0,1.0
H,321311,3601,1.0,3.0
H,321312,2600,1.0,1.0
H,321321,6807,,
H,321328,5800,1.0,1.0
H,321331,4629,1.0,1.0
H,321344,6603,1.0,2.0
H,321347,5304,,
H,321348,6805,2.0,7.0
H,321373,5306,1.0,1.0
H,321393,4501,1.0,1.0
H,321424,1000,1.0,5.0
H,321450,6701,,
H,321467,2311,2.0,1.0
H,321484,3000,2.0,6.0
H,321520,1300,1.0,1.0
H,321527,3000,1.0,1.0
H,321532,400,1.0,1.0
H,321540,3501,1.0,6.0
H,321543,6601,2.0,1.0
H,321548,4611,1.0,4.0
H,321559,2400,1.0,1.0
H,321562,4621,1.0,2.0
H,321565,1907,,
H,321573,4621,1.0,3.0
H,321588,6601,1.0,2.0
H,321607,2600,1.0,4.0
H,321622,3700,1.0,4.0
H,321635,5915,1.0,1.0
H,321638,4632,1.0,7.0
H,321647,4302,1.0,1.0
H,321668,502,1.0,1.0
H,321677,5600,,
H,321685,4612,2.0,1.0
H,321704,2503,1.0,1.0
H,321715,5201,1.0,1.0
H,321723,600,,
H,321729,900,1.0,1.0
H,321740,5904,2.0,6.0
H,321781,6200,2.0,1.0
H,321794,6801,2.0,6.0
